"","Year","Country","Income","LifeExp","region","Population"
"1710","1809","Zimbabwe",878,33.7,"Africa",1090000
"1711","1810","Afghanistan",604,28.1,"Asia",3280000
"1712","1810","Albania",668,35.4,"Europe",424000
"1713","1810","Algeria",725,28.8,"Africa",2600000
"1714","1810","Angola",645,27,"Africa",1570000
"1715","1810","Antigua and Barbuda",758,33.5,"Americas",37000
"1716","1810","Argentina",1510,33.2,"Americas",534000
"1717","1810","Armenia",514,34,"Asia",413000
"1718","1810","Australia",833,34,"Oceania",342000
"1719","1810","Austria",1920,34.4,"Europe",3290000
"1720","1810","Azerbaijan",777,29.2,"Asia",880000
"1721","1810","Bahamas",1450,35.2,"Americas",27400
"1722","1810","Bahrain",1290,30.3,"Asia",64500
"1723","1810","Bangladesh",875,25.5,"Asia",19600000
"1724","1810","Barbados",915,32.1,"Americas",81700
"1725","1810","Belarus",611,36.2,"Europe",2360000
"1726","1810","Belgium",2420,40.1,"Europe",3280000
"1727","1810","Belize",580,26.5,"Americas",25500
"1728","1810","Benin",598,31,"Africa",637000
"1729","1810","Bhutan",630,28.8,"Asia",90000
"1730","1810","Bosnia and Herzegovina",670,35.1,"Europe",852000
"1731","1810","Botswana",398,33.6,"Africa",121000
"1732","1810","Brazil",1110,32,"Americas",4060000
"1733","1810","Bulgaria",1090,36.2,"Europe",2090000
"1734","1810","Burkina Faso",480,29.2,"Africa",1670000
"1735","1810","Burundi",422,31.5,"Africa",899000
"1736","1810","Cambodia",905,35,"Asia",2090000
"1737","1810","Cameroon",627,28.8,"Africa",1860000
"1738","1810","Canada",1400,39,"Americas",728000
"1739","1810","Central African Republic",425,30,"Africa",479000
"1740","1810","Chad",419,30.9,"Africa",1430000
"1741","1810","Chile",1030,32,"Americas",771000
"1742","1810","China",985,32,"Asia",351000000
"1743","1810","Colombia",964,32,"Americas",1210000
"1744","1810","Comoros",703,32.1,"Africa",56300
"1745","1810","Congo, Dem. Rep.",505,31.6,"Africa",5160000
"1746","1810","Costa Rica",776,30.2,"Americas",57600
"1747","1810","Cote d'Ivoire",845,31.2,"Africa",1090000
"1748","1810","Croatia",1180,36.1,"Europe",1230000
"1749","1810","Cuba",970,33.6,"Americas",470000
"1750","1810","Cyprus",855,38.5,"Asia",185000
"1751","1810","Czech Republic",1920,35,"Europe",5520000
"1752","1810","Denmark",2050,41.7,"Europe",1110000
"1753","1810","Djibouti",776,29.9,"Africa",22800
"1754","1810","Dominican Republic",668,29.9,"Americas",89000
"1755","1810","Ecuador",530,32.9,"Americas",500000
"1756","1810","Egypt",792,33,"Africa",4220000
"1757","1810","El Salvador",976,28.7,"Americas",248000
"1758","1810","Equatorial Guinea",360,29.8,"Africa",80400
"1759","1810","Eritrea",533,30.2,"Africa",205000
"1760","1810","Estonia",949,34.9,"Europe",334000
"1761","1810","Ethiopia",523,29.7,"Africa",2950000
"1762","1810","Fiji",786,26.1,"Oceania",133000
"1763","1810","Finland",1270,37,"Europe",1070000
"1764","1810","France",1840,37.4,"Europe",30300000
"1765","1810","Gabon",391,30.6,"Africa",158000
"1766","1810","Gambia",818,28.8,"Africa",103000
"1767","1810","Georgia",544,31.9,"Asia",1070000
"1768","1810","Germany",1760,38.4,"Europe",23900000
"1769","1810","Ghana",701,28,"Africa",2020000
"1770","1810","Greece",1390,36.6,"Europe",2230000
"1771","1810","Grenada",960,31.4,"Americas",29400
"1772","1810","Guatemala",858,25.8,"Americas",524000
"1773","1810","Guinea",451,29.6,"Africa",984000
"1774","1810","Guinea-Bissau",778,32,"Africa",218000
"1775","1810","Guyana",1220,31.1,"Americas",166000
"1776","1810","Haiti",634,29,"Americas",723000
"1777","1810","Honduras",676,33.9,"Americas",132000
"1778","1810","Hungary",1250,36,"Europe",3810000
"1779","1810","Iceland",928,43.1,"Europe",61400
"1780","1810","India",1050,25.4,"Asia",172000000
"1781","1810","Indonesia",996,30,"Asia",16500000
"1782","1810","Iraq",971,31.2,"Asia",1080000
"1783","1810","Ireland",1450,38.3,"Europe",4540000
"1784","1810","Israel",881,32,"Asia",210000
"1785","1810","Italy",2370,29.7,"Europe",19500000
"1786","1810","Jamaica",1170,34.2,"Americas",401000
"1787","1810","Japan",1060,36.4,"Asia",30600000
"1788","1810","Jordan",977,31.7,"Asia",217000
"1789","1810","Kenya",881,25.5,"Africa",2570000
"1790","1810","Kiribati",556,24.9,"Oceania",17900
"1791","1810","Kuwait",1140,26,"Asia",81300
"1792","1810","Kyrgyz Republic",509,23.9,"Asia",530000
"1793","1810","Latvia",760,33,"Europe",591000
"1794","1810","Lebanon",1090,29.7,"Asia",332000
"1795","1810","Lesotho",395,32.8,"Africa",276000
"1796","1810","Liberia",798,31.1,"Africa",314000
"1797","1810","Libya",1050,33.1,"Africa",535000
"1798","1810","Lithuania",1290,28.9,"Europe",779000
"1799","1810","Luxembourg",1460,36.9,"Europe",127000
"1800","1810","Madagascar",574,30.5,"Africa",1610000
"1801","1810","Malawi",350,30.3,"Africa",737000
"1802","1810","Malaysia",998,30.6,"Asia",287000
"1803","1810","Maldives",844,32.6,"Asia",42400
"1804","1810","Mali",603,26.4,"Africa",1400000
"1805","1810","Malta",783,28.7,"Europe",134000
"1806","1810","Mauritania",528,32,"Africa",383000
"1807","1810","Mauritius",941,28.7,"Africa",78300
"1808","1810","Mexico",1380,26.9,"Americas",6380000
"1809","1810","Mongolia",593,31.8,"Asia",619000
"1810","1810","Montenegro",1060,35.4,"Europe",127000
"1811","1810","Morocco",715,33.1,"Africa",2600000
"1812","1810","Mozambique",393,30.3,"Africa",2040000
"1813","1810","Myanmar",841,30.8,"Asia",3510000
"1814","1810","Namibia",541,32.4,"Africa",229000
"1815","1810","Nepal",655,32.8,"Asia",3880000
"1816","1810","Netherlands",3930,39.9,"Europe",2290000
"1817","1810","New Zealand",659,34,"Oceania",100000
"1818","1810","Nicaragua",975,25.4,"Americas",219000
"1819","1810","Niger",447,30.8,"Africa",1240000
"1820","1810","Nigeria",867,30.4,"Africa",12100000
"1821","1810","North Korea",573,26,"Asia",4350000
"1822","1810","Norway",1300,36.5,"Europe",918000
"1823","1810","Oman",917,32.3,"Asia",318000
"1824","1810","Pakistan",1020,25.8,"Asia",13400000
"1825","1810","Palestine",1220,32.1,"Asia",166000
"1826","1810","Panama",848,32.9,"Americas",78800
"1827","1810","Papua New Guinea",547,31.5,"Oceania",755000
"1828","1810","Paraguay",836,35.5,"Americas",143000
"1829","1810","Peru",1210,35.7,"Americas",1320000
"1830","1810","Philippines",963,30.9,"Asia",1890000
"1831","1810","Poland",1260,35.9,"Europe",9960000
"1832","1810","Portugal",1690,35.6,"Europe",3160000
"1833","1810","Qatar",1140,30.8,"Asia",14100
"1834","1810","Romania",816,35.7,"Europe",5920000
"1835","1810","Russia",1450,29.6,"Europe",31100000
"1836","1810","Rwanda",437,31.8,"Africa",928000
"1837","1810","Samoa",1400,25.4,"Oceania",47200
"1838","1810","Sao Tome and Principe",866,31,"Africa",22700
"1839","1810","Saudi Arabia",852,32.1,"Asia",2090000
"1840","1810","Senegal",498,25.2,"Africa",1010000
"1841","1810","Serbia",1360,35.5,"Europe",2150000
"1842","1810","Seychelles",824,37,"Africa",12500
"1843","1810","Sierra Leone",735,25.1,"Africa",794000
"1844","1810","Singapore",1020,29.1,"Asia",30000
"1845","1810","Slovak Republic",1430,36.4,"Europe",2140000
"1846","1810","Slovenia",1410,36.6,"Europe",470000
"1847","1810","Solomon Islands",364,25.1,"Oceania",57000
"1848","1810","Somalia",700,29.4,"Africa",996000
"1849","1810","South Africa",1480,33.5,"Africa",1490000
"1850","1810","South Korea",570,25.8,"Asia",9400000
"1851","1810","South Sudan",508,26.7,"Africa",1040000
"1852","1810","Spain",1520,29.5,"Europe",11900000
"1853","1810","Sri Lanka",899,32.6,"Asia",1210000
"1854","1810","St. Lucia",876,28,"Americas",24000
"1855","1810","St. Vincent and the Grenadines",839,26,"Americas",25800
"1856","1810","Sudan",519,31.4,"Africa",4050000
"1857","1810","Suriname",1640,32.9,"Americas",80700
"1858","1810","Sweden",1370,32,"Europe",2430000
"1859","1810","Switzerland",2700,38,"Europe",1900000
"1860","1810","Syria",1080,31.1,"Asia",1340000
"1861","1810","Tajikistan",558,24.2,"Asia",467000
"1862","1810","Tanzania",563,32.2,"Africa",3020000
"1863","1810","Thailand",932,30.4,"Asia",4670000
"1864","1810","Timor-Leste",531,28.9,"Asia",137000
"1865","1810","Togo",683,31.3,"Africa",446000
"1866","1810","Tonga",664,28.2,"Oceania",18600
"1867","1810","Trinidad and Tobago",1230,32.9,"Americas",60000
"1868","1810","Tunisia",716,28.8,"Africa",868000
"1869","1810","Turkey",1220,35,"Asia",9920000
"1870","1810","Uganda",464,25.3,"Africa",2100000
"1871","1810","Ukraine",772,36.6,"Europe",11200000
"1872","1810","United Arab Emirates",1040,30.7,"Asia",40200
"1873","1810","United Kingdom",3570,38.4,"Europe",14100000
"1874","1810","United States",2280,39.4,"Americas",8290000
"1875","1810","Uruguay",1760,32.9,"Americas",55000
"1876","1810","Uzbekistan",503,26.9,"Asia",1920000
"1877","1810","Vanuatu",586,24.3,"Oceania",27800
"1878","1810","Venezuela",683,32.2,"Americas",718000
"1879","1810","Yemen",902,23.4,"Asia",2590000
"1880","1810","Zambia",680,32.6,"Africa",747000
"1881","1810","Zimbabwe",879,33.7,"Africa",1090000
"1882","1811","Afghanistan",604,28.1,"Asia",3280000
"1883","1811","Albania",668,35.4,"Europe",425000
"1884","1811","Algeria",726,28.8,"Africa",2600000
"1885","1811","Angola",648,27,"Africa",1570000
"1886","1811","Antigua and Barbuda",758,33.5,"Americas",37000
"1887","1811","Argentina",1510,33.2,"Americas",535000
"1888","1811","Armenia",515,34,"Asia",414000
"1889","1811","Australia",835,34,"Oceania",341000
"1890","1811","Austria",1930,34.4,"Europe",3300000
"1891","1811","Azerbaijan",777,29.2,"Asia",880000
"1892","1811","Bahamas",1450,35.2,"Americas",27400
"1893","1811","Bahrain",1300,30.3,"Asia",64500
"1894","1811","Bangladesh",875,25.5,"Asia",19700000
"1895","1811","Barbados",915,32.1,"Americas",81800
"1896","1811","Belarus",611,36.2,"Europe",2360000
"1897","1811","Belgium",2420,40.1,"Europe",3300000
"1898","1811","Belize",580,26.5,"Americas",25500
"1899","1811","Benin",598,31,"Africa",637000
"1900","1811","Bhutan",630,28.8,"Asia",90000
"1901","1811","Bosnia and Herzegovina",670,35.1,"Europe",852000
"1902","1811","Botswana",398,33.6,"Africa",121000
"1903","1811","Brazil",1110,32,"Americas",4100000
"1904","1811","Bulgaria",1090,36.3,"Europe",2100000
"1905","1811","Burkina Faso",480,29.2,"Africa",1670000
"1906","1811","Burundi",422,31.5,"Africa",899000
"1907","1811","Cambodia",905,35,"Asia",2090000
"1908","1811","Cameroon",627,28.8,"Africa",1860000
"1909","1811","Canada",1410,39,"Americas",737000
"1910","1811","Central African Republic",425,30,"Africa",480000
"1911","1811","Chad",419,30.9,"Africa",1430000
"1912","1811","Chile",1030,32,"Americas",772000
"1913","1811","China",985,32,"Asia",353000000
"1914","1811","Colombia",964,32,"Americas",1210000
"1915","1811","Comoros",704,32.1,"Africa",56400
"1916","1811","Congo, Dem. Rep.",507,31.6,"Africa",5170000
"1917","1811","Costa Rica",776,30.2,"Americas",58100
"1918","1811","Cote d'Ivoire",849,31.2,"Africa",1090000
"1919","1811","Croatia",1190,36.1,"Europe",1230000
"1920","1811","Cuba",981,33.8,"Americas",483000
"1921","1811","Cyprus",855,38.5,"Asia",185000
"1922","1811","Czech Republic",1920,35,"Europe",5520000
"1923","1811","Denmark",2050,39.3,"Europe",1110000
"1924","1811","Djibouti",779,29.9,"Africa",22900
"1925","1811","Dominican Republic",668,29.9,"Americas",89100
"1926","1811","Ecuador",530,32.9,"Americas",500000
"1927","1811","Egypt",792,33,"Africa",4220000
"1928","1811","El Salvador",976,28.7,"Americas",248000
"1929","1811","Equatorial Guinea",361,29.8,"Africa",80400
"1930","1811","Eritrea",533,30.2,"Africa",205000
"1931","1811","Estonia",950,35.5,"Europe",334000
"1932","1811","Ethiopia",523,29.7,"Africa",2950000
"1933","1811","Fiji",786,26.1,"Oceania",133000
"1934","1811","Finland",1270,30.7,"Europe",1080000
"1935","1811","France",1840,36.1,"Europe",30400000
"1936","1811","Gabon",391,30.6,"Africa",158000
"1937","1811","Gambia",818,28.8,"Africa",103000
"1938","1811","Georgia",544,31.9,"Asia",1070000
"1939","1811","Germany",1770,38.4,"Europe",24000000
"1940","1811","Ghana",702,28,"Africa",2020000
"1941","1811","Greece",1400,36.6,"Europe",2240000
"1942","1811","Grenada",960,31.4,"Americas",29400
"1943","1811","Guatemala",858,25.8,"Americas",531000
"1944","1811","Guinea",451,29.6,"Africa",984000
"1945","1811","Guinea-Bissau",778,32,"Africa",218000
"1946","1811","Guyana",1220,31.1,"Americas",166000
"1947","1811","Haiti",634,29,"Americas",723000
"1948","1811","Honduras",676,33.9,"Americas",133000
"1949","1811","Hungary",1250,36,"Europe",3850000
"1950","1811","Iceland",928,38.6,"Europe",61400
"1951","1811","India",1050,25.4,"Asia",172000000
"1952","1811","Indonesia",996,30,"Asia",16600000
"1953","1811","Iraq",971,31.2,"Asia",1090000
"1954","1811","Ireland",1450,38.3,"Europe",4590000
"1955","1811","Israel",881,32,"Asia",210000
"1956","1811","Italy",2290,29.7,"Europe",19600000
"1957","1811","Jamaica",1170,34.2,"Americas",401000
"1958","1811","Japan",1070,36.4,"Asia",30700000
"1959","1811","Jordan",977,31.7,"Asia",217000
"1960","1811","Kenya",883,25.5,"Africa",2570000
"1961","1811","Kiribati",556,24.9,"Oceania",17900
"1962","1811","Kuwait",1140,26,"Asia",81300
"1963","1811","Kyrgyz Republic",509,23.9,"Asia",531000
"1964","1811","Latvia",761,33,"Europe",591000
"1965","1811","Lebanon",1090,29.7,"Asia",332000
"1966","1811","Lesotho",396,32.8,"Africa",276000
"1967","1811","Liberia",798,31.1,"Africa",314000
"1968","1811","Libya",1050,33.1,"Africa",535000
"1969","1811","Lithuania",1290,28.9,"Europe",779000
"1970","1811","Luxembourg",1460,36.9,"Europe",127000
"1971","1811","Madagascar",574,30.5,"Africa",1620000
"1972","1811","Malawi",350,30.3,"Africa",737000
"1973","1811","Malaysia",998,30.6,"Asia",287000
"1974","1811","Maldives",844,32.6,"Asia",42400
"1975","1811","Mali",604,26.4,"Africa",1400000
"1976","1811","Malta",783,28.7,"Europe",134000
"1977","1811","Mauritania",528,32,"Africa",383000
"1978","1811","Mauritius",942,28.7,"Africa",80000
"1979","1811","Mexico",1380,26.9,"Americas",6400000
"1980","1811","Mongolia",593,31.8,"Asia",619000
"1981","1811","Montenegro",1060,35.4,"Europe",127000
"1982","1811","Morocco",716,33.1,"Africa",2600000
"1983","1811","Mozambique",393,30.3,"Africa",2040000
"1984","1811","Myanmar",841,30.8,"Asia",3510000
"1985","1811","Namibia",541,32.4,"Africa",229000
"1986","1811","Nepal",655,32.8,"Asia",3880000
"1987","1811","Netherlands",3960,39.9,"Europe",2300000
"1988","1811","New Zealand",659,34,"Oceania",100000
"1989","1811","Nicaragua",975,25.4,"Americas",220000
"1990","1811","Niger",447,30.8,"Africa",1250000
"1991","1811","Nigeria",868,30.4,"Africa",12100000
"1992","1811","North Korea",572,26,"Asia",4350000
"1993","1811","Norway",1300,38,"Europe",924000
"1994","1811","Oman",917,32.3,"Asia",318000
"1995","1811","Pakistan",1020,25.8,"Asia",13400000
"1996","1811","Palestine",1220,32.1,"Asia",166000
"1997","1811","Panama",848,32.9,"Americas",78900
"1998","1811","Papua New Guinea",547,31.5,"Oceania",755000
"1999","1811","Paraguay",836,35.5,"Americas",143000
"2000","1811","Peru",1210,35.7,"Americas",1320000
"2001","1811","Philippines",963,30.9,"Asia",1900000
"2002","1811","Poland",1260,35.9,"Europe",10000000
"2003","1811","Portugal",1690,35.6,"Europe",3180000
"2004","1811","Qatar",1140,30.8,"Asia",14100
"2005","1811","Romania",816,35.7,"Europe",5960000
"2006","1811","Russia",1450,29.6,"Europe",31100000
"2007","1811","Rwanda",437,31.8,"Africa",929000
"2008","1811","Samoa",1400,25.4,"Oceania",47200
"2009","1811","Sao Tome and Principe",868,31,"Africa",22700
"2010","1811","Saudi Arabia",852,32.1,"Asia",2090000
"2011","1811","Senegal",498,25.2,"Africa",1010000
"2012","1811","Serbia",1360,35.5,"Europe",2150000
"2013","1811","Seychelles",827,37,"Africa",12500
"2014","1811","Sierra Leone",735,25.1,"Africa",795000
"2015","1811","Singapore",1020,29.1,"Asia",30000
"2016","1811","Slovak Republic",1430,36.4,"Europe",2140000
"2017","1811","Slovenia",1410,36.6,"Europe",470000
"2018","1811","Solomon Islands",364,25.1,"Oceania",57000
"2019","1811","Somalia",701,29.4,"Africa",996000
"2020","1811","South Africa",1480,33.5,"Africa",1500000
"2021","1811","South Korea",569,25.8,"Asia",9400000
"2022","1811","South Sudan",508,26.7,"Africa",1040000
"2023","1811","Spain",1520,29.5,"Europe",11900000
"2024","1811","Sri Lanka",899,32.6,"Asia",1210000
"2025","1811","St. Lucia",876,28,"Americas",24000
"2026","1811","St. Vincent and the Grenadines",839,26,"Americas",25800
"2027","1811","Sudan",519,31.4,"Africa",4050000
"2028","1811","Suriname",1640,32.9,"Americas",80800
"2029","1811","Sweden",1470,34.6,"Europe",2440000
"2030","1811","Switzerland",2700,38,"Europe",1910000
"2031","1811","Syria",1080,31.1,"Asia",1340000
"2032","1811","Tajikistan",559,24.2,"Asia",467000
"2033","1811","Tanzania",563,32.2,"Africa",3020000
"2034","1811","Thailand",932,30.4,"Asia",4670000
"2035","1811","Timor-Leste",532,28.9,"Asia",137000
"2036","1811","Togo",684,31.3,"Africa",446000
"2037","1811","Tonga",664,28.2,"Oceania",18600
"2038","1811","Trinidad and Tobago",1230,32.9,"Americas",60000
"2039","1811","Tunisia",717,28.8,"Africa",869000
"2040","1811","Turkey",1220,35,"Asia",9940000
"2041","1811","Uganda",465,25.3,"Africa",2100000
"2042","1811","Ukraine",773,36.6,"Europe",11200000
"2043","1811","United Arab Emirates",1040,30.7,"Asia",40200
"2044","1811","United Kingdom",3490,39.9,"Europe",14300000
"2045","1811","United States",2330,39.4,"Americas",8460000
"2046","1811","Uruguay",1760,32.9,"Americas",55100
"2047","1811","Uzbekistan",503,26.9,"Asia",1920000
"2048","1811","Vanuatu",586,24.3,"Oceania",27800
"2049","1811","Venezuela",683,32.2,"Americas",719000
"2050","1811","Yemen",905,23.4,"Asia",2590000
"2051","1811","Zambia",681,32.6,"Africa",747000
"2052","1811","Zimbabwe",880,33.7,"Africa",1090000
"2053","1812","Afghanistan",604,28.1,"Asia",3280000
"2054","1812","Albania",668,35.4,"Europe",426000
"2055","1812","Algeria",727,28.8,"Africa",2610000
"2056","1812","Angola",651,27,"Africa",1570000
"2057","1812","Antigua and Barbuda",758,33.5,"Americas",37000
"2058","1812","Argentina",1510,33.2,"Americas",536000
"2059","1812","Armenia",515,34,"Asia",414000
"2060","1812","Australia",837,34,"Oceania",340000
"2061","1812","Austria",1940,34.4,"Europe",3300000
"2062","1812","Azerbaijan",777,29.2,"Asia",881000
"2063","1812","Bahamas",1450,35.2,"Americas",27400
"2064","1812","Bahrain",1300,30.3,"Asia",64500
"2065","1812","Bangladesh",875,25.5,"Asia",19700000
"2066","1812","Barbados",915,32.1,"Americas",81900
"2067","1812","Belarus",612,36.2,"Europe",2360000
"2068","1812","Belgium",2420,40.1,"Europe",3320000
"2069","1812","Belize",580,26.5,"Americas",25500
"2070","1812","Benin",598,31,"Africa",637000
"2071","1812","Bhutan",631,28.8,"Asia",90100
"2072","1812","Bosnia and Herzegovina",670,35.1,"Europe",853000
"2073","1812","Botswana",398,33.6,"Africa",121000
"2074","1812","Brazil",1110,32,"Americas",4150000
"2075","1812","Bulgaria",1090,36.3,"Europe",2110000
"2076","1812","Burkina Faso",480,29.2,"Africa",1670000
"2077","1812","Burundi",423,31.5,"Africa",900000
"2078","1812","Cambodia",905,35,"Asia",2090000
"2079","1812","Cameroon",627,28.8,"Africa",1860000
"2080","1812","Canada",1420,39,"Americas",748000
"2081","1812","Central African Republic",425,30,"Africa",480000
"2082","1812","Chad",419,30.9,"Africa",1430000
"2083","1812","Chile",1030,32,"Americas",774000
"2084","1812","China",985,32,"Asia",356000000
"2085","1812","Colombia",964,32,"Americas",1210000
"2086","1812","Comoros",705,32.1,"Africa",56400
"2087","1812","Congo, Dem. Rep.",509,31.6,"Africa",5170000
"2088","1812","Costa Rica",776,30.2,"Americas",58700
"2089","1812","Cote d'Ivoire",852,31.2,"Africa",1090000
"2090","1812","Croatia",1200,36.1,"Europe",1230000
"2091","1812","Cuba",993,33.9,"Americas",496000
"2092","1812","Cyprus",855,38.5,"Asia",185000
"2093","1812","Czech Republic",1920,35,"Europe",5520000
"2094","1812","Denmark",2060,36,"Europe",1120000
"2095","1812","Djibouti",781,29.9,"Africa",22900
"2096","1812","Dominican Republic",668,29.9,"Americas",89200
"2097","1812","Ecuador",530,32.9,"Americas",501000
"2098","1812","Egypt",792,33,"Africa",4220000
"2099","1812","El Salvador",976,28.7,"Americas",248000
"2100","1812","Equatorial Guinea",361,29.8,"Africa",80400
"2101","1812","Eritrea",533,30.2,"Africa",205000
"2102","1812","Estonia",951,36.1,"Europe",335000
"2103","1812","Ethiopia",524,29.7,"Africa",2960000
"2104","1812","Fiji",786,26.1,"Oceania",133000
"2105","1812","Finland",1270,37.6,"Europe",1090000
"2106","1812","France",1850,31.7,"Europe",30500000
"2107","1812","Gabon",391,30.6,"Africa",158000
"2108","1812","Gambia",819,28.8,"Africa",103000
"2109","1812","Georgia",544,31.9,"Asia",1070000
"2110","1812","Germany",1780,38.4,"Europe",24100000
"2111","1812","Ghana",702,28,"Africa",2010000
"2112","1812","Greece",1400,36.6,"Europe",2250000
"2113","1812","Grenada",960,31.4,"Americas",29400
"2114","1812","Guatemala",859,25.8,"Americas",538000
"2115","1812","Guinea",451,29.6,"Africa",985000
"2116","1812","Guinea-Bissau",779,32,"Africa",218000
"2117","1812","Guyana",1220,31.1,"Americas",166000
"2118","1812","Haiti",634,29,"Americas",724000
"2119","1812","Honduras",676,33.9,"Americas",133000
"2120","1812","Hungary",1250,36,"Europe",3880000
"2121","1812","Iceland",928,33.7,"Europe",61500
"2122","1812","India",1050,23,"Asia",173000000
"2123","1812","Indonesia",996,30,"Asia",16600000
"2124","1812","Iraq",971,31.2,"Asia",1090000
"2125","1812","Ireland",1450,38.3,"Europe",4640000
"2126","1812","Israel",881,32,"Asia",210000
"2127","1812","Italy",2340,29.7,"Europe",19600000
"2128","1812","Jamaica",1170,34.2,"Americas",401000
"2129","1812","Japan",1070,36.4,"Asia",30700000
"2130","1812","Jordan",977,31.7,"Asia",217000
"2131","1812","Kenya",886,25.5,"Africa",2570000
"2132","1812","Kiribati",557,24.9,"Oceania",17900
"2133","1812","Kuwait",1150,26,"Asia",81300
"2134","1812","Kyrgyz Republic",509,23.9,"Asia",531000
"2135","1812","Latvia",762,33,"Europe",591000
"2136","1812","Lebanon",1090,29.7,"Asia",332000
"2137","1812","Lesotho",396,32.8,"Africa",277000
"2138","1812","Liberia",798,31.1,"Africa",314000
"2139","1812","Libya",1050,33.1,"Africa",536000
"2140","1812","Lithuania",1290,28.9,"Europe",780000
"2141","1812","Luxembourg",1460,36.9,"Europe",127000
"2142","1812","Madagascar",574,30.5,"Africa",1630000
"2143","1812","Malawi",351,30.3,"Africa",737000
"2144","1812","Malaysia",999,30.6,"Asia",288000
"2145","1812","Maldives",844,32.6,"Asia",42400
"2146","1812","Mali",604,26.4,"Africa",1410000
"2147","1812","Malta",783,28.7,"Europe",134000
"2148","1812","Mauritania",528,32,"Africa",383000
"2149","1812","Mauritius",942,28.7,"Africa",81700
"2150","1812","Mexico",1380,26.9,"Americas",6420000
"2151","1812","Mongolia",593,31.8,"Asia",619000
"2152","1812","Montenegro",1060,35.4,"Europe",127000
"2153","1812","Morocco",716,33.1,"Africa",2610000
"2154","1812","Mozambique",393,30.3,"Africa",2050000
"2155","1812","Myanmar",841,30.8,"Asia",3510000
"2156","1812","Namibia",541,32.4,"Africa",229000
"2157","1812","Nepal",655,32.8,"Asia",3880000
"2158","1812","Netherlands",3450,39.9,"Europe",2310000
"2159","1812","New Zealand",659,34,"Oceania",100000
"2160","1812","Nicaragua",975,25.4,"Americas",220000
"2161","1812","Niger",447,30.8,"Africa",1250000
"2162","1812","Nigeria",870,30.4,"Africa",12100000
"2163","1812","North Korea",571,26,"Asia",4350000
"2164","1812","Norway",1300,43.5,"Europe",930000
"2165","1812","Oman",917,32.3,"Asia",318000
"2166","1812","Pakistan",1020,23.3,"Asia",13400000
"2167","1812","Palestine",1220,32.1,"Asia",166000
"2168","1812","Panama",849,32.9,"Americas",79000
"2169","1812","Papua New Guinea",547,31.5,"Oceania",756000
"2170","1812","Paraguay",837,35.5,"Americas",144000
"2171","1812","Peru",1210,35.7,"Americas",1320000
"2172","1812","Philippines",963,30.9,"Asia",1900000
"2173","1812","Poland",1270,35.9,"Europe",10100000
"2174","1812","Portugal",1690,35.6,"Europe",3190000
"2175","1812","Qatar",1150,30.8,"Asia",14100
"2176","1812","Romania",817,35.7,"Europe",6010000
"2177","1812","Russia",1450,29.6,"Europe",31100000
"2178","1812","Rwanda",438,31.8,"Africa",929000
"2179","1812","Samoa",1400,25.4,"Oceania",47200
"2180","1812","Sao Tome and Principe",869,31,"Africa",22800
"2181","1812","Saudi Arabia",853,32.1,"Asia",2090000
"2182","1812","Senegal",498,25.2,"Africa",1010000
"2183","1812","Serbia",1360,35.5,"Europe",2150000
"2184","1812","Seychelles",830,37,"Africa",12500
"2185","1812","Sierra Leone",735,25.1,"Africa",795000
"2186","1812","Singapore",1020,29.1,"Asia",30100
"2187","1812","Slovak Republic",1430,36.4,"Europe",2140000
"2188","1812","Slovenia",1410,36.6,"Europe",470000
"2189","1812","Solomon Islands",364,25.1,"Oceania",57000
"2190","1812","Somalia",702,29.4,"Africa",997000
"2191","1812","South Africa",1480,33.5,"Africa",1510000
"2192","1812","South Korea",568,25.8,"Asia",9400000
"2193","1812","South Sudan",508,26.7,"Africa",1040000
"2194","1812","Spain",1520,29.5,"Europe",11900000
"2195","1812","Sri Lanka",899,32.6,"Asia",1220000
"2196","1812","St. Lucia",876,28,"Americas",24000
"2197","1812","St. Vincent and the Grenadines",839,26,"Americas",25800
"2198","1812","Sudan",519,31.4,"Africa",4060000
"2199","1812","Suriname",1640,32.9,"Americas",80800
"2200","1812","Sweden",1380,35.1,"Europe",2450000
"2201","1812","Switzerland",2700,38,"Europe",1920000
"2202","1812","Syria",1080,31.1,"Asia",1340000
"2203","1812","Tajikistan",559,24.2,"Asia",467000
"2204","1812","Tanzania",563,32.2,"Africa",3020000
"2205","1812","Thailand",933,30.4,"Asia",4670000
"2206","1812","Timor-Leste",533,28.9,"Asia",137000
"2207","1812","Togo",684,31.3,"Africa",447000
"2208","1812","Tonga",664,28.2,"Oceania",18600
"2209","1812","Trinidad and Tobago",1230,32.9,"Americas",60100
"2210","1812","Tunisia",717,28.8,"Africa",870000
"2211","1812","Turkey",1220,35,"Asia",9960000
"2212","1812","Uganda",465,25.3,"Africa",2100000
"2213","1812","Ukraine",774,36.6,"Europe",11200000
"2214","1812","United Arab Emirates",1040,30.7,"Asia",40200
"2215","1812","United Kingdom",3300,41.8,"Europe",14500000
"2216","1812","United States",2290,39.4,"Americas",8640000
"2217","1812","Uruguay",1760,32.9,"Americas",55200
"2218","1812","Uzbekistan",503,26.9,"Asia",1920000
"2219","1812","Vanuatu",586,24.3,"Oceania",27800
"2220","1812","Venezuela",683,32.2,"Americas",720000
"2221","1812","Yemen",907,23.4,"Asia",2590000
"2222","1812","Zambia",683,32.6,"Africa",747000
