"","Year","Country","Income","LifeExp","region","Population"
"1","1800","Afghanistan",603,28.2,"Asia",3280000
"2","1800","Albania",667,35.4,"Europe",410000
"3","1800","Algeria",715,28.8,"Africa",2500000
"4","1800","Angola",618,27,"Africa",1570000
"5","1800","Antigua and Barbuda",757,33.5,"Americas",37000
"6","1800","Argentina",1510,33.2,"Americas",534000
"7","1800","Armenia",514,34,"Asia",413000
"8","1800","Australia",814,34,"Oceania",351000
"9","1800","Austria",1850,34.4,"Europe",3210000
"10","1800","Azerbaijan",775,29.2,"Asia",880000
"11","1800","Bahamas",1450,35.2,"Americas",27400
"12","1800","Bahrain",1240,30.3,"Asia",64500
"13","1800","Bangladesh",876,25.5,"Asia",19200000
"14","1800","Barbados",913,32.1,"Americas",81700
"15","1800","Belarus",608,36.2,"Europe",2360000
"16","1800","Belgium",2410,40,"Europe",3140000
"17","1800","Belize",579,26.5,"Americas",25500
"18","1800","Benin",597,31,"Africa",637000
"19","1800","Bhutan",629,28.8,"Asia",90000
"20","1800","Bosnia and Herzegovina",669,35.1,"Europe",852000
"21","1800","Botswana",397,33.6,"Africa",121000
"22","1800","Brazil",1110,32,"Americas",3640000
"23","1800","Bulgaria",1090,35.8,"Europe",1990000
"24","1800","Burkina Faso",480,29.2,"Africa",1670000
"25","1800","Burundi",418,31.5,"Africa",899000
"26","1800","Cambodia",903,35,"Asia",2090000
"27","1800","Cameroon",626,28.8,"Africa",1860000
"28","1800","Canada",1310,39,"Americas",646000
"29","1800","Central African Republic",424,30,"Africa",479000
"30","1800","Chad",418,30.9,"Africa",1430000
"31","1800","Chile",1030,32,"Americas",771000
"32","1800","China",984,32,"Asia",322000000
"33","1800","Colombia",962,32,"Americas",1210000
"34","1800","Comoros",696,32.1,"Africa",56300
"35","1800","Congo, Dem. Rep.",485,31.6,"Africa",5160000
"36","1800","Costa Rica",775,30.2,"Americas",52000
"37","1800","Cote d'Ivoire",812,31.2,"Africa",1090000
"38","1800","Croatia",1080,36.1,"Europe",1230000
"39","1800","Cuba",864,32.2,"Americas",345000
"40","1800","Cyprus",853,38.5,"Asia",184000
"41","1800","Czech Republic",1920,35,"Europe",5520000
"42","1800","Denmark",2010,37.4,"Europe",1060000
"43","1800","Djibouti",752,29.9,"Africa",22800
"44","1800","Dominican Republic",667,29.9,"Americas",89000
"45","1800","Ecuador",529,32.9,"Americas",500000
"46","1800","Egypt",790,33,"Africa",4240000
"47","1800","El Salvador",974,28.7,"Americas",248000
"48","1800","Equatorial Guinea",356,29.8,"Africa",80400
"49","1800","Eritrea",532,30.2,"Africa",205000
"50","1800","Estonia",938,36.1,"Europe",334000
"51","1800","Ethiopia",523,29.7,"Africa",2950000
"52","1800","Fiji",785,26.1,"Oceania",131000
"53","1800","Finland",1240,36.6,"Europe",978000
"54","1800","France",1800,34,"Europe",29400000
"55","1800","Gabon",390,30.6,"Africa",158000
"56","1800","Gambia",813,28.8,"Africa",103000
"57","1800","Georgia",543,31.9,"Asia",1070000
"58","1800","Germany",1640,38.4,"Europe",22900000
"59","1800","Ghana",696,28,"Africa",2020000
"60","1800","Greece",1370,36.6,"Europe",2150000
"61","1800","Grenada",959,31.4,"Americas",29400
"62","1800","Guatemala",857,25.8,"Americas",459000
"63","1800","Guinea",450,29.5,"Africa",984000
"64","1800","Guinea-Bissau",777,32,"Africa",218000
"65","1800","Guyana",1210,31.1,"Americas",166000
"66","1800","Haiti",633,29,"Americas",723000
"67","1800","Honduras",675,33.9,"Americas",126000
"68","1800","Hungary",1250,36,"Europe",3500000
"69","1800","Iceland",926,42.9,"Europe",61400
"70","1800","India",1050,25.4,"Asia",169000000
"71","1800","Indonesia",994,30,"Asia",16100000
"72","1800","Iraq",969,31.2,"Asia",1080000
"73","1800","Ireland",1450,38.3,"Europe",4060000
"74","1800","Israel",879,32,"Asia",210000
"75","1800","Italy",2220,29.7,"Europe",18800000
"76","1800","Jamaica",1170,34.2,"Americas",401000
"77","1800","Japan",1050,36.4,"Asia",30300000
"78","1800","Jordan",976,31.7,"Asia",217000
"79","1800","Kenya",854,25.5,"Africa",2570000
"80","1800","Kiribati",551,24.9,"Oceania",17900
"81","1800","Kuwait",1100,26,"Asia",81300
"82","1800","Kyrgyz Republic",508,23.9,"Asia",530000
"83","1800","Latvia",751,33,"Europe",591000
"84","1800","Lebanon",1080,29.7,"Asia",332000
"85","1800","Lesotho",393,32.8,"Africa",276000
"86","1800","Liberia",797,31.1,"Africa",314000
"87","1800","Libya",1050,33.1,"Africa",531000
"88","1800","Lithuania",1270,28.9,"Europe",779000
"89","1800","Luxembourg",1450,36.9,"Europe",127000
"90","1800","Madagascar",573,30.5,"Africa",1540000
"91","1800","Malawi",350,30.3,"Africa",737000
"92","1800","Malaysia",997,30.6,"Asia",287000
"93","1800","Maldives",842,32.6,"Asia",42400
"94","1800","Mali",603,26.4,"Africa",1400000
"95","1800","Malta",781,28.7,"Europe",134000
"96","1800","Mauritania",527,32,"Africa",383000
"97","1800","Mauritius",940,28.7,"Africa",62900
"98","1800","Mexico",1380,26.9,"Americas",6180000
"99","1800","Mongolia",592,31.8,"Asia",619000
"100","1800","Montenegro",1060,35.4,"Europe",127000
"101","1800","Morocco",714,33.1,"Africa",2500000
"102","1800","Mozambique",390,30.3,"Africa",1980000
"103","1800","Myanmar",840,30.8,"Asia",3510000
"104","1800","Namibia",540,32.4,"Africa",229000
"105","1800","Nepal",654,32.8,"Asia",3880000
"106","1800","Netherlands",4230,39.9,"Europe",2250000
"107","1800","New Zealand",658,34,"Oceania",100000
"108","1800","Nicaragua",973,25.4,"Americas",219000
"109","1800","Niger",446,30.8,"Africa",1240000
"110","1800","Nigeria",851,30.4,"Africa",12100000
"111","1800","North Korea",578,26,"Asia",4350000
"112","1800","Norway",1280,37.9,"Europe",869000
"113","1800","Oman",915,32.3,"Asia",318000
"114","1800","Pakistan",1020,25.8,"Asia",13100000
"115","1800","Palestine",1220,32.1,"Asia",166000
"116","1800","Panama",847,32.9,"Americas",78800
"117","1800","Papua New Guinea",546,31.5,"Oceania",755000
"118","1800","Paraguay",835,35.5,"Americas",143000
"119","1800","Peru",1200,35.7,"Americas",1310000
"120","1800","Philippines",962,30.9,"Asia",1890000
"121","1800","Poland",1210,35.9,"Europe",9510000
"122","1800","Portugal",1680,35.6,"Europe",3030000
"123","1800","Qatar",1100,30.8,"Asia",14100
"124","1800","Romania",815,35.7,"Europe",5460000
"125","1800","Russia",1430,29.6,"Europe",31100000
"126","1800","Rwanda",431,31.8,"Africa",928000
"127","1800","Samoa",1400,25.4,"Oceania",47300
"128","1800","Sao Tome and Principe",850,31,"Africa",22700
"129","1800","Saudi Arabia",846,32.1,"Asia",2090000
"130","1800","Senegal",497,25.2,"Africa",1010000
"131","1800","Serbia",1360,35.5,"Europe",2150000
"132","1800","Seychelles",792,37,"Africa",12500
"133","1800","Sierra Leone",734,25.1,"Africa",794000
"134","1800","Singapore",1020,29.1,"Asia",30000
"135","1800","Slovak Republic",1430,36.4,"Europe",2140000
"136","1800","Slovenia",1410,36.6,"Europe",470000
"137","1800","Solomon Islands",363,25.1,"Oceania",57000
"138","1800","Somalia",694,29.4,"Africa",991000
"139","1800","South Africa",1480,33.5,"Africa",1440000
"140","1800","South Korea",575,25.8,"Asia",9400000
"141","1800","South Sudan",507,26.7,"Africa",1030000
"142","1800","Spain",1520,29.5,"Europe",11500000
"143","1800","Sri Lanka",898,32.6,"Asia",1210000
"144","1800","St. Lucia",874,28,"Americas",24000
"145","1800","St. Vincent and the Grenadines",838,26,"Americas",25800
"146","1800","Sudan",518,31.4,"Africa",3990000
"147","1800","Suriname",1640,32.9,"Americas",80700
"148","1800","Sweden",1410,32.2,"Europe",2350000
"149","1800","Switzerland",2700,38,"Europe",1830000
"150","1800","Syria",1080,31.1,"Asia",1340000
"151","1800","Tajikistan",556,24.2,"Asia",467000
"152","1800","Tanzania",562,32.2,"Africa",3020000
"153","1800","Thailand",931,30.4,"Asia",4670000
"154","1800","Timor-Leste",521,28.9,"Asia",137000
"155","1800","Togo",682,31.3,"Africa",446000
"156","1800","Tonga",663,28.2,"Oceania",18700
"157","1800","Trinidad and Tobago",1230,32.9,"Americas",60000
"158","1800","Tunisia",715,28.8,"Africa",862000
"159","1800","Turkey",1220,35,"Asia",9770000
"160","1800","Uganda",464,25.3,"Africa",2100000
"161","1800","Ukraine",763,36.6,"Europe",11200000
"162","1800","United Arab Emirates",998,30.7,"Asia",40200
"163","1800","United Kingdom",3430,38.6,"Europe",12300000
"164","1800","United States",2130,39.4,"Americas",6800000
"165","1800","Uruguay",1760,32.9,"Americas",55000
"166","1800","Uzbekistan",502,26.9,"Asia",1920000
"167","1800","Vanuatu",585,24.3,"Oceania",27800
"168","1800","Venezuela",682,32.2,"Americas",718000
"169","1800","Yemen",877,23.4,"Asia",2590000
"170","1800","Zambia",663,32.6,"Africa",747000
"171","1800","Zimbabwe",869,33.7,"Africa",1090000
"172","1801","Afghanistan",603,28.2,"Asia",3280000
"173","1801","Albania",667,35.4,"Europe",412000
"174","1801","Algeria",716,28.8,"Africa",2510000
"175","1801","Angola",620,27,"Africa",1570000
"176","1801","Antigua and Barbuda",757,33.5,"Americas",37000
"177","1801","Argentina",1510,33.2,"Americas",534000
"178","1801","Armenia",514,34,"Asia",413000
"179","1801","Australia",816,34,"Oceania",350000
"180","1801","Austria",1850,34.4,"Europe",3210000
"181","1801","Azerbaijan",775,29.2,"Asia",880000
"182","1801","Bahamas",1450,35.2,"Americas",27400
"183","1801","Bahrain",1240,30.3,"Asia",64500
"184","1801","Bangladesh",876,25.5,"Asia",19300000
"185","1801","Barbados",914,32.1,"Americas",81700
"186","1801","Belarus",608,36.2,"Europe",2360000
"187","1801","Belgium",2410,40,"Europe",3150000
"188","1801","Belize",579,26.5,"Americas",25500
"189","1801","Benin",597,31,"Africa",637000
"190","1801","Bhutan",629,28.8,"Asia",90000
"191","1801","Bosnia and Herzegovina",669,35.1,"Europe",852000
"192","1801","Botswana",397,33.6,"Africa",121000
"193","1801","Brazil",1110,32,"Americas",3680000
"194","1801","Bulgaria",1090,35.8,"Europe",2000000
"195","1801","Burkina Faso",480,29.2,"Africa",1670000
"196","1801","Burundi",418,31.5,"Africa",899000
"197","1801","Cambodia",904,35,"Asia",2090000
"198","1801","Cameroon",626,28.8,"Africa",1860000
"199","1801","Canada",1320,39,"Americas",653000
"200","1801","Central African Republic",424,30,"Africa",479000
"201","1801","Chad",418,30.9,"Africa",1430000
"202","1801","Chile",1030,32,"Americas",771000
"203","1801","China",984,32,"Asia",324000000
"204","1801","Colombia",962,32,"Americas",1210000
"205","1801","Comoros",697,32.1,"Africa",56300
"206","1801","Congo, Dem. Rep.",487,31.6,"Africa",5160000
"207","1801","Costa Rica",775,30.2,"Americas",53000
"208","1801","Cote d'Ivoire",816,31.2,"Africa",1090000
"209","1801","Croatia",1090,36.1,"Europe",1230000
"210","1801","Cuba",874,32.3,"Americas",355000
"211","1801","Cyprus",854,38.5,"Asia",184000
"212","1801","Czech Republic",1920,35,"Europe",5520000
"213","1801","Denmark",2020,38.5,"Europe",1070000
"214","1801","Djibouti",754,29.9,"Africa",22800
"215","1801","Dominican Republic",667,29.9,"Americas",89000
"216","1801","Ecuador",529,32.9,"Americas",500000
"217","1801","Egypt",791,33,"Africa",4240000
"218","1801","El Salvador",975,28.7,"Americas",248000
"219","1801","Equatorial Guinea",356,29.8,"Africa",80400
"220","1801","Eritrea",532,30.2,"Africa",205000
"221","1801","Estonia",939,35.7,"Europe",334000
"222","1801","Ethiopia",523,29.7,"Africa",2950000
"223","1801","Fiji",785,26.1,"Oceania",131000
"224","1801","Finland",1250,40.3,"Europe",986000
"225","1801","France",1810,36.4,"Europe",29400000
"226","1801","Gabon",390,30.6,"Africa",158000
"227","1801","Gambia",813,28.8,"Africa",103000
"228","1801","Georgia",543,31.9,"Asia",1070000
"229","1801","Germany",1650,38.4,"Europe",23000000
"230","1801","Ghana",696,28,"Africa",2020000
"231","1801","Greece",1370,36.6,"Europe",2160000
"232","1801","Grenada",959,31.4,"Americas",29400
"233","1801","Guatemala",857,25.8,"Americas",465000
"234","1801","Guinea",450,29.5,"Africa",984000
"235","1801","Guinea-Bissau",777,32,"Africa",218000
"236","1801","Guyana",1210,31.1,"Americas",166000
"237","1801","Haiti",633,29,"Americas",723000
"238","1801","Honduras",675,33.9,"Americas",130000
"239","1801","Hungary",1250,36,"Europe",3530000
"240","1801","Iceland",926,33.9,"Europe",61400
"241","1801","India",1050,25.4,"Asia",169000000
"242","1801","Indonesia",994,30,"Asia",16200000
"243","1801","Iraq",969,31.2,"Asia",1080000
"244","1801","Ireland",1450,38.3,"Europe",4110000
"245","1801","Israel",880,32,"Asia",210000
"246","1801","Italy",2200,29.7,"Europe",18900000
"247","1801","Jamaica",1170,34.2,"Americas",401000
"248","1801","Japan",1050,36.4,"Asia",30300000
"249","1801","Jordan",976,31.7,"Asia",217000
"250","1801","Kenya",856,25.5,"Africa",2570000
"251","1801","Kiribati",551,24.9,"Oceania",17900
"252","1801","Kuwait",1100,26,"Asia",81300
"253","1801","Kyrgyz Republic",508,23.9,"Asia",530000
"254","1801","Latvia",752,33,"Europe",591000
"255","1801","Lebanon",1080,29.7,"Asia",332000
"256","1801","Lesotho",393,32.8,"Africa",276000
"257","1801","Liberia",797,31.1,"Africa",314000
"258","1801","Libya",1050,33.1,"Africa",532000
"259","1801","Lithuania",1270,28.9,"Europe",779000
"260","1801","Luxembourg",1450,36.9,"Europe",127000
"261","1801","Madagascar",573,30.5,"Africa",1550000
"262","1801","Malawi",350,30.3,"Africa",737000
"263","1801","Malaysia",997,30.6,"Asia",287000
"264","1801","Maldives",843,32.6,"Asia",42400
"265","1801","Mali",603,26.4,"Africa",1400000
"266","1801","Malta",782,28.7,"Europe",134000
"267","1801","Mauritania",528,32,"Africa",383000
"268","1801","Mauritius",940,28.7,"Africa",64200
"269","1801","Mexico",1380,26.9,"Americas",6200000
"270","1801","Mongolia",592,31.8,"Asia",619000
"271","1801","Montenegro",1060,35.4,"Europe",127000
"272","1801","Morocco",714,33.1,"Africa",2510000
"273","1801","Mozambique",391,30.3,"Africa",1990000
"274","1801","Myanmar",840,30.8,"Asia",3510000
"275","1801","Namibia",540,32.4,"Africa",229000
"276","1801","Nepal",654,32.8,"Asia",3880000
"277","1801","Netherlands",4160,39.9,"Europe",2260000
"278","1801","New Zealand",658,34,"Oceania",100000
"279","1801","Nicaragua",973,25.4,"Americas",219000
"280","1801","Niger",446,30.8,"Africa",1240000
"281","1801","Nigeria",853,30.4,"Africa",12100000
"282","1801","North Korea",578,26,"Asia",4350000
"283","1801","Norway",1280,35.8,"Europe",873000
"284","1801","Oman",916,32.3,"Asia",318000
"285","1801","Pakistan",1020,25.8,"Asia",13100000
"286","1801","Palestine",1220,32.1,"Asia",166000
"287","1801","Panama",847,32.9,"Americas",78800
"288","1801","Papua New Guinea",546,31.5,"Oceania",755000
"289","1801","Paraguay",835,35.5,"Americas",143000
"290","1801","Peru",1200,35.7,"Americas",1310000
"291","1801","Philippines",962,30.9,"Asia",1890000
"292","1801","Poland",1220,35.9,"Europe",9550000
"293","1801","Portugal",1680,35.6,"Europe",3050000
"294","1801","Qatar",1100,30.8,"Asia",14100
"295","1801","Romania",815,35.7,"Europe",5510000
"296","1801","Russia",1430,29.6,"Europe",31100000
"297","1801","Rwanda",432,25,"Africa",928000
"298","1801","Samoa",1400,25.4,"Oceania",47300
"299","1801","Sao Tome and Principe",852,31,"Africa",22700
"300","1801","Saudi Arabia",846,32.1,"Asia",2090000
"301","1801","Senegal",497,25.2,"Africa",1010000
"302","1801","Serbia",1360,35.5,"Europe",2150000
"303","1801","Seychelles",795,37,"Africa",12500
"304","1801","Sierra Leone",734,25.1,"Africa",794000
"305","1801","Singapore",1020,29.1,"Asia",30000
"306","1801","Slovak Republic",1430,36.4,"Europe",2140000
"307","1801","Slovenia",1410,36.6,"Europe",470000
"308","1801","Solomon Islands",363,25.1,"Oceania",57000
"309","1801","Somalia",694,29.4,"Africa",992000
"310","1801","South Africa",1480,33.5,"Africa",1450000
"311","1801","South Korea",575,25.8,"Asia",9400000
"312","1801","South Sudan",507,26.7,"Africa",1030000
"313","1801","Spain",1520,29.5,"Europe",11600000
"314","1801","Sri Lanka",898,32.6,"Asia",1210000
"315","1801","St. Lucia",875,28,"Americas",24000
"316","1801","St. Vincent and the Grenadines",838,26,"Americas",25800
"317","1801","Sudan",518,31.4,"Africa",4000000
"318","1801","Suriname",1640,32.9,"Americas",80700
"319","1801","Sweden",1400,36.9,"Europe",2350000
"320","1801","Switzerland",2700,38,"Europe",1830000
"321","1801","Syria",1080,31.1,"Asia",1340000
"322","1801","Tajikistan",557,24.2,"Asia",467000
"323","1801","Tanzania",562,32.2,"Africa",3020000
"324","1801","Thailand",931,30.4,"Asia",4670000
"325","1801","Timor-Leste",522,28.9,"Asia",137000
"326","1801","Togo",683,31.3,"Africa",446000
"327","1801","Tonga",663,28.2,"Oceania",18700
"328","1801","Trinidad and Tobago",1230,32.9,"Americas",60000
"329","1801","Tunisia",715,28.8,"Africa",863000
"330","1801","Turkey",1220,35,"Asia",9790000
"331","1801","Uganda",464,25.3,"Africa",2100000
"332","1801","Ukraine",764,36.6,"Europe",11200000
"333","1801","United Arab Emirates",1000,30.7,"Asia",40200
"334","1801","United Kingdom",3440,37.4,"Europe",12500000
"335","1801","United States",2170,39.4,"Americas",6930000
"336","1801","Uruguay",1760,32.9,"Americas",55000
"337","1801","Uzbekistan",502,26.9,"Asia",1920000
"338","1801","Vanuatu",586,24.3,"Oceania",27800
"339","1801","Venezuela",682,32.2,"Americas",718000
"340","1801","Yemen",879,23.4,"Asia",2590000
"341","1801","Zambia",665,32.6,"Africa",747000
"342","1801","Zimbabwe",870,33.7,"Africa",1090000
"343","1802","Afghanistan",603,28.2,"Asia",3280000
"344","1802","Albania",667,35.4,"Europe",413000
"345","1802","Algeria",717,28.8,"Africa",2520000
"346","1802","Angola",623,27,"Africa",1570000
"347","1802","Antigua and Barbuda",757,33.5,"Americas",37000
"348","1802","Argentina",1510,33.2,"Americas",534000
"349","1802","Armenia",514,34,"Asia",413000
"350","1802","Australia",818,34,"Oceania",349000
"351","1802","Austria",1860,34.4,"Europe",3220000
"352","1802","Azerbaijan",775,29.2,"Asia",880000
"353","1802","Bahamas",1450,35.2,"Americas",27400
"354","1802","Bahrain",1250,30.3,"Asia",64500
"355","1802","Bangladesh",876,25.5,"Asia",19300000
"356","1802","Barbados",914,32.1,"Americas",81700
"357","1802","Belarus",608,36.2,"Europe",2360000
"358","1802","Belgium",2410,40,"Europe",3170000
"359","1802","Belize",579,26.5,"Americas",25500
"360","1802","Benin",597,31,"Africa",637000
"361","1802","Bhutan",630,28.8,"Asia",90000
"362","1802","Bosnia and Herzegovina",669,35.1,"Europe",852000
"363","1802","Botswana",397,33.6,"Africa",121000
"364","1802","Brazil",1110,32,"Americas",3720000
"365","1802","Bulgaria",1090,35.9,"Europe",2010000
"366","1802","Burkina Faso",480,29.2,"Africa",1670000
"367","1802","Burundi",419,31.5,"Africa",899000
"368","1802","Cambodia",904,35,"Asia",2090000
"369","1802","Cameroon",626,28.8,"Africa",1860000
"370","1802","Canada",1330,39,"Americas",661000
"371","1802","Central African Republic",424,30,"Africa",479000
"372","1802","Chad",418,30.9,"Africa",1430000
"373","1802","Chile",1030,32,"Americas",771000
"374","1802","China",984,32,"Asia",327000000
"375","1802","Colombia",962,32,"Americas",1210000
"376","1802","Comoros",697,32.1,"Africa",56300
"377","1802","Congo, Dem. Rep.",489,31.6,"Africa",5160000
"378","1802","Costa Rica",775,30.2,"Americas",53500
"379","1802","Cote d'Ivoire",819,31.2,"Africa",1090000
"380","1802","Croatia",1100,36.1,"Europe",1230000
"381","1802","Cuba",884,32.5,"Americas",366000
"382","1802","Cyprus",854,38.5,"Asia",184000
"383","1802","Czech Republic",1920,35,"Europe",5520000
"384","1802","Denmark",2020,44.4,"Europe",1070000
"385","1802","Djibouti",757,29.9,"Africa",22800
"386","1802","Dominican Republic",667,29.9,"Americas",89000
"387","1802","Ecuador",529,32.9,"Americas",500000
"388","1802","Egypt",791,33,"Africa",4240000
"389","1802","El Salvador",975,28.7,"Americas",248000
"390","1802","Equatorial Guinea",357,29.8,"Africa",80400
"391","1802","Eritrea",532,30.2,"Africa",205000
"392","1802","Estonia",940,35.3,"Europe",334000
"393","1802","Ethiopia",523,29.7,"Africa",2950000
"394","1802","Fiji",785,26.1,"Oceania",131000
"395","1802","Finland",1250,39.2,"Europe",995000
"396","1802","France",1810,34.4,"Europe",29500000
"397","1802","Gabon",390,30.6,"Africa",158000
"398","1802","Gambia",814,28.8,"Africa",103000
"399","1802","Georgia",543,31.9,"Asia",1070000
"400","1802","Germany",1660,38.4,"Europe",23100000
"401","1802","Ghana",697,28,"Africa",2020000
"402","1802","Greece",1380,36.6,"Europe",2170000
"403","1802","Grenada",959,31.4,"Americas",29400
"404","1802","Guatemala",857,25.8,"Americas",471000
"405","1802","Guinea",450,29.5,"Africa",984000
"406","1802","Guinea-Bissau",777,32,"Africa",218000
"407","1802","Guyana",1210,31.1,"Americas",166000
"408","1802","Haiti",634,29,"Americas",723000
"409","1802","Honduras",675,33.9,"Americas",130000
"410","1802","Hungary",1250,36,"Europe",3560000
"411","1802","Iceland",927,27.6,"Europe",61400
"412","1802","India",1050,25,"Asia",169000000
"413","1802","Indonesia",995,30,"Asia",16200000
"414","1802","Iraq",970,31.2,"Asia",1080000
"415","1802","Ireland",1450,38.3,"Europe",4150000
"416","1802","Israel",880,32,"Asia",210000
"417","1802","Italy",2270,29.7,"Europe",19000000
"418","1802","Jamaica",1170,34.2,"Americas",401000
"419","1802","Japan",1050,36.4,"Asia",30400000
"420","1802","Jordan",976,31.7,"Asia",217000
"421","1802","Kenya",859,25.5,"Africa",2570000
"422","1802","Kiribati",552,24.9,"Oceania",17900
"423","1802","Kuwait",1110,26,"Asia",81300
"424","1802","Kyrgyz Republic",508,23.9,"Asia",530000
"425","1802","Latvia",753,33,"Europe",591000
"426","1802","Lebanon",1080,29.7,"Asia",332000
"427","1802","Lesotho",394,32.8,"Africa",276000
"428","1802","Liberia",797,31.1,"Africa",314000
"429","1802","Libya",1050,33.1,"Africa",532000
"430","1802","Lithuania",1270,28.9,"Europe",779000
"431","1802","Luxembourg",1450,36.9,"Europe",127000
"432","1802","Madagascar",573,30.5,"Africa",1560000
"433","1802","Malawi",350,30.3,"Africa",737000
"434","1802","Malaysia",997,30.6,"Asia",287000
"435","1802","Maldives",843,32.6,"Asia",42400
"436","1802","Mali",603,26.4,"Africa",1400000
"437","1802","Malta",782,28.7,"Europe",134000
"438","1802","Mauritania",528,32,"Africa",383000
"439","1802","Mauritius",940,28.7,"Africa",65600
"440","1802","Mexico",1380,26.9,"Americas",6220000
"441","1802","Mongolia",592,31.8,"Asia",619000
"442","1802","Montenegro",1060,35.4,"Europe",127000
"443","1802","Morocco",715,33.1,"Africa",2520000
"444","1802","Mozambique",391,30.3,"Africa",1990000
"445","1802","Myanmar",840,30.8,"Asia",3510000
"446","1802","Namibia",540,32.4,"Africa",229000
"447","1802","Nepal",654,32.8,"Asia",3880000
"448","1802","Netherlands",4390,39.9,"Europe",2260000
"449","1802","New Zealand",658,34,"Oceania",100000
"450","1802","Nicaragua",973,25.4,"Americas",219000
"451","1802","Niger",446,30.8,"Africa",1240000
"452","1802","Nigeria",854,30.4,"Africa",12100000
"453","1802","North Korea",577,26,"Asia",4350000
"454","1802","Norway",1280,38.4,"Europe",878000
"455","1802","Oman",916,32.3,"Asia",318000
"456","1802","Pakistan",1020,25.8,"Asia",13200000
"457","1802","Palestine",1220,32.1,"Asia",166000
"458","1802","Panama",847,32.9,"Americas",78800
"459","1802","Papua New Guinea",546,31.5,"Oceania",755000
"460","1802","Paraguay",835,35.5,"Americas",143000
"461","1802","Peru",1200,35.7,"Americas",1310000
"462","1802","Philippines",962,30.9,"Asia",1890000
"463","1802","Poland",1220,35.9,"Europe",9600000
"464","1802","Portugal",1680,35.6,"Europe",3060000
"465","1802","Qatar",1110,30.8,"Asia",14100
"466","1802","Romania",815,35.7,"Europe",5550000
"467","1802","Russia",1430,29.6,"Europe",31100000
"468","1802","Rwanda",432,25,"Africa",928000
"469","1802","Samoa",1400,25.4,"Oceania",47300
"470","1802","Sao Tome and Principe",853,31,"Africa",22700
"471","1802","Saudi Arabia",847,32.1,"Asia",2090000
"472","1802","Senegal",497,25.2,"Africa",1010000
"473","1802","Serbia",1360,35.5,"Europe",2150000
"474","1802","Seychelles",798,37,"Africa",12500
"475","1802","Sierra Leone",734,25.1,"Africa",794000
"476","1802","Singapore",1020,29.1,"Asia",30000
"477","1802","Slovak Republic",1430,36.4,"Europe",2140000
"478","1802","Slovenia",1410,36.6,"Europe",470000
"479","1802","Solomon Islands",363,25.1,"Oceania",57000
"480","1802","Somalia",695,29.4,"Africa",992000
"481","1802","South Africa",1480,33.5,"Africa",1450000
"482","1802","South Korea",574,25.8,"Asia",9400000
"483","1802","South Sudan",507,26.7,"Africa",1030000
"484","1802","Spain",1520,29.5,"Europe",11600000
"485","1802","Sri Lanka",898,32.6,"Asia",1210000
"486","1802","St. Lucia",875,28,"Americas",24000
"487","1802","St. Vincent and the Grenadines",838,26,"Americas",25800
"488","1802","Sudan",518,31.4,"Africa",4000000
"489","1802","Suriname",1640,32.9,"Americas",80700
"490","1802","Sweden",1470,40.2,"Europe",2360000
"491","1802","Switzerland",2700,38,"Europe",1840000
"492","1802","Syria",1080,31.1,"Asia",1340000
"493","1802","Tajikistan",557,24.2,"Asia",467000
"494","1802","Tanzania",562,32.2,"Africa",3020000
"495","1802","Thailand",931,30.4,"Asia",4670000
"496","1802","Timor-Leste",523,28.9,"Asia",137000
"497","1802","Togo",683,31.3,"Africa",446000
"498","1802","Tonga",663,28.2,"Oceania",18700
"499","1802","Trinidad and Tobago",1230,32.9,"Americas",60000
"500","1802","Tunisia",716,28.8,"Africa",863000
"501","1802","Turkey",1220,35,"Asia",9800000
"502","1802","Uganda",464,25.3,"Africa",2100000
"503","1802","Ukraine",765,36.6,"Europe",11200000
"504","1802","United Arab Emirates",1010,30.7,"Asia",40200
"505","1802","United Kingdom",3450,38.6,"Europe",12600000
"506","1802","United States",2200,39.4,"Americas",7070000
"507","1802","Uruguay",1760,32.9,"Americas",55000
"508","1802","Uzbekistan",502,26.9,"Asia",1920000
"509","1802","Vanuatu",586,24.3,"Oceania",27800
"510","1802","Venezuela",682,32.2,"Americas",718000
"511","1802","Yemen",882,23.4,"Asia",2590000
"512","1802","Zambia",667,32.6,"Africa",747000
"513","1802","Zimbabwe",871,33.7,"Africa",1090000
"514","1803","Afghanistan",603,28.2,"Asia",3280000
"515","1803","Albania",667,35.4,"Europe",414000
"516","1803","Algeria",718,28.8,"Africa",2530000
"517","1803","Angola",626,27,"Africa",1570000
"518","1803","Antigua and Barbuda",757,33.5,"Americas",37000
"519","1803","Argentina",1510,33.2,"Americas",534000
"520","1803","Armenia",514,34,"Asia",413000
"521","1803","Australia",820,34,"Oceania",348000
"522","1803","Austria",1870,34.4,"Europe",3230000
"523","1803","Azerbaijan",775,29.2,"Asia",880000
"524","1803","Bahamas",1450,35.2,"Americas",27400
"525","1803","Bahrain",1250,30.3,"Asia",64500
"526","1803","Bangladesh",876,25.5,"Asia",19300000
"527","1803","Barbados",914,32.1,"Americas",81700
"528","1803","Belarus",609,36.2,"Europe",2360000
"529","1803","Belgium",2410,40,"Europe",3180000
"530","1803","Belize",579,26.5,"Americas",25500
"531","1803","Benin",597,31,"Africa",637000
"532","1803","Bhutan",630,28.8,"Asia",90000
"533","1803","Bosnia and Herzegovina",669,35.1,"Europe",852000
